trip_uuid,Line_Id,source_center,destination_center
trip-153799832855766965,1,IND416012AAA,IND591237AAB
trip-153799832855766965,2,IND591201AAA,IND591304AAA
trip-153799832855766965,3,IND591304AAA,IND586101AAB
trip-153799832855766965,4,IND586101AAB,IND416404AAA
trip-153799832855766965,5,IND416404AAA,IND416012AAA
trip-153799840943007857,1,IND641062AAD,IND643231AAA
trip-153799840943007857,2,IND643231AAA,IND643217AAA
trip-153799840943007857,3,IND643001AAA,IND643212AAA
trip-153799840943007857,4,IND643212AAA,IND641062AAD
trip-153799845025503140,1,IND560099AAB,IND560078AAC
trip-153799847523862689,1,IND521225AAB,IND521201AAA
trip-153799847523862689,2,IND534001AAA,IND521333AAA
trip-153799847523862689,3,IND521333AAA,IND521225AAB
trip-153799857684519878,1,IND691001AAB,IND691506AAA
trip-153799857684519878,2,IND691506AAA,IND691305AAA
trip-153799857684519878,3,IND691305AAA,IND689645AAA
trip-153799857684519878,4,IND689645AAA,IND691551AAA
trip-153799857684519878,5,IND691551AAA,IND691001AAB
trip-153799869056574157,1,IND411033AAA,IND421302AAG
trip-153799886124452072,1,IND134203AAA,IND140501AAA
trip-153799886124452072,2,IND140501AAA,IND160002AAC
trip-153799896939158564,1,IND577002AAA,IND581115AAC
trip-153799896939158564,2,IND581115AAC,IND581110AAE
trip-153799896939158564,3,IND581110AAE,IND581119AAB
trip-153799896939158564,4,IND581119AAB,IND577002AAA
trip-153799929649911436,1,IND141003AAB,IND142026AAA
trip-153799929649911436,2,IND142026AAA,IND141109AAA
trip-153799929649911436,3,IND141109AAA,IND000000ACA
trip-153799931829697358,1,IND000000ACA,IND144514AAA
trip-153799931829697358,2,IND144514AAA,IND141115AAA
trip-153799931829697358,3,IND141115AAA,IND000000ACA
trip-153799938034632401,1,IND562132AAA,IND302014AAA
trip-153799938034632401,2,IND302014AAA,IND110037AAM
trip-153799942936149239,1,IND302014AAB,IND303301AAB
trip-153799942936149239,2,IND303301AAB,IND303303AAA
trip-153799942936149239,3,IND303303AAA,IND322230AAA
trip-153799942936149239,4,IND322230AAA,IND322241AAA
trip-153799942936149239,5,IND322241AAA,IND322201AAA
trip-153799972548525385,1,IND263153AAB,IND244715AAA
trip-153799972548525385,2,IND244715AAA,IND244713AAA
trip-153799972548525385,3,IND244713AAA,IND263401AAA
trip-153799972548525385,4,IND263401AAA,IND263153AAB
trip-153799985750660365,1,IND641062AAD,IND638401AAA
trip-153799985750660365,2,IND638401AAA,IND638452AAA
trip-153799985750660365,3,IND638501AAB,IND641062AAD
trip-153799991543792770,1,IND562132AAA,IND560300AAA
trip-153800001204139963,1,IND641008AAA,IND641001AAA
trip-153800001204139963,2,IND641011AAA,IND641062AAD
trip-153800006302758138,1,IND562132AAA,IND000000ACB
trip-153800006302758138,2,IND000000ACB,IND160002AAC
trip-153800022020672314,1,IND742102AAB,IND742303AAB
trip-153800022020672314,2,IND742303AAB,IND741165AAB
trip-153800022020672314,3,IND741165AAB,IND742121AAB
trip-153800022020672314,4,IND742121AAB,IND742121AAA
trip-153800022020672314,5,IND742121AAA,IND742102AAB
trip-153800038563813178,1,IND501359AAE,IND462022AAA
trip-153800038563813178,2,IND462022AAA,IND000000ACB
trip-153800051661903546,1,IND331022A1B,IND331001A1C
trip-153800051732161051,1,IND501359AAE,IND500039AAD
trip-153800058441560942,1,IND400072AAD,IND421302AAG
trip-153800060736604010,1,IND395023AAA,IND562132AAA
trip-153800062356954839,1,IND500010AAB,IND501359AAE
trip-153800066459418046,1,IND845401AAA,IND845305AAA
trip-153800066459418046,2,IND845305AAA,IND842001AAA
trip-153800069741485457,1,IND332713AAA,IND332709AAA
trip-153800080035651815,1,IND421302AAG,IND411033AAA
trip-153800081587061798,1,IND492001AAB,IND492007AAA
trip-153800087918874108,1,IND695582AAA,IND695101AAB
trip-153800087918874108,2,IND695101AAB,IND691574AAA
trip-153800087918874108,3,IND691574AAA,IND695614AAA
trip-153800093286769916,1,IND641062AAD,IND642126AAA
trip-153800093286769916,2,IND642126AAA,IND642001AAA
trip-153800093286769916,3,IND642001AAA,IND641062AAD
trip-153800093896706050,1,IND209304AAA,IND209206AAB
trip-153800093896706050,2,IND209206AAB,IND210301AAA
trip-153800093896706050,3,IND210501AAB,IND209304AAA
trip-153800099504023838,1,IND686028AAB,IND689101AAA
trip-153800099504023838,2,IND688009AAA,IND686028AAB
trip-153800102000493749,1,IND247776AAA,IND251309AAB
trip-153800102000493749,2,IND251309AAB,IND131028AAB
trip-153800108136846788,1,IND416012AAA,IND415612AAA
trip-153800108136846788,2,IND415612AAA,IND415408AAC
trip-153800108136846788,3,IND415408AAC,IND416012AAA
trip-153800120082306309,1,IND600056AAB,IND600044AAE
trip-153800127140062974,1,IND160002AAC,IND147101AAA
trip-153800127140062974,2,IND147101AAA,IND147105AAA
trip-153800131759459144,1,IND364004AAB,IND365560AAA
trip-153800131759459144,2,IND365560AAB,IND364290AAA
trip-153800139195829538,1,IND273014AAB,IND277303AAC
trip-153800139195829538,2,IND277211AAA,IND277201AAA
trip-153800139195829538,3,IND221706AAA,IND273014AAB
trip-153800139920488832,1,IND131021AAA,IND131028AAA
trip-153800170998878264,1,IND560077AAA,IND560099AAB
trip-153800172646473137,1,IND000000ACB,IND160002AAC
trip-153800181772152555,1,IND000000ACB,IND131028AAB
trip-153800184300959524,1,IND560300AAB,IND563130AAA
trip-153800184300959524,2,IND563130AAA,IND563131AAB
trip-153800184300959524,3,IND563131AAB,IND563116AAA
trip-153800189559822141,1,IND273014AAB,IND274001AAA
trip-153800189559822141,2,IND274001AAA,IND274509AAB
trip-153800189559822141,3,IND274304AAA,IND274304AAB
trip-153800189559822141,4,IND274304AAB,IND274301AAB
trip-153800189559822141,5,IND274301AAB,IND273014AAB
trip-153800191855443651,1,IND712311AAA,IND700065AAA
trip-153800194935773399,1,IND110037AAK,IND000000ACB
trip-153800200904815045,1,IND585104AAA,IND585330AAE
trip-153800200904815045,2,IND585330AAE,IND585401AAA
trip-153800200904815045,3,IND585401AAA,IND502286AAB
trip-153800200904815045,4,IND502286AAB,IND502220AAC
trip-153800200904815045,5,IND502220AAC,IND501359AAE
trip-153800204451974152,1,IND411033AAA,IND411036AAA
trip-153800218813854926,1,IND361001AAA,IND361305AAC
trip-153800218813854926,2,IND361305AAC,IND361315AAA
trip-153800218813854926,3,IND361315AAA,IND361335AAA
trip-153800223678375371,1,IND363520AAC,IND363001AAA
trip-153800223678375371,2,IND363001AAA,IND363421AAB
trip-153800223678375371,3,IND363421AAB,IND364710AAA
trip-153800227170268515,1,IND562132AAA,IND560099AAB
trip-153800227170268515,2,IND560099AAB,IND635001AAA
trip-153800227170268515,3,IND635001AAA,IND636705AAB
trip-153800228511555960,1,IND343001AAA,IND343029AAB
trip-153800228511555960,2,IND343029AAB,IND307001AAA
trip-153800228511555960,3,IND307001AAA,IND306902AAA
trip-153800232371022052,1,IND284001AAA,IND284403AAA
trip-153800238799091658,1,IND000000AFJ,IND695121AAA
trip-153800238799091658,2,IND695121AAA,IND695572AAB
trip-153800238799091658,3,IND695572AAB,IND695541AAA
trip-153800238799091658,4,IND695541AAA,IND695012AAA
trip-153800241016947408,1,IND382430AAB,IND380054AAA
trip-153800241016947408,2,IND380054AAA,IND382430AAB
trip-153800252684185906,1,IND627005AAA,IND627117AAA
trip-153800252684185906,2,IND627117AAA,IND629001AAA
trip-153800252684185906,3,IND629179AAA,IND627005AAA
trip-153800254822904650,1,IND507002AAA,IND507167AAA
trip-153800254822904650,2,IND507111AAA,IND507117AAB
trip-153800254822904650,3,IND507117AAB,IND507303AAA
trip-153800254822904650,4,IND507303AAA,IND507002AAA
trip-153800266348698931,1,IND401104AAA,IND401208AAA
trip-153800266348698931,2,IND401209AAA,IND401104AAA
trip-153800273131109358,1,IND382430AAB,IND380005AAA
trip-153800273131109358,2,IND380005AAA,IND382421AAA
trip-153800273131109358,3,IND382421AAA,IND382721AAA
trip-153800273131109358,4,IND382721AAA,IND382430AAB
trip-153800278398295881,1,IND382430AAB,IND382345AAA
trip-153800278398295881,2,IND380021AAA,IND382430AAB
trip-153800280431751148,1,IND000000ACB,IND834002AAB
trip-153800286615145724,1,IND382430AAB,IND380015AAB
trip-153800319237729148,1,IND273304AAA,IND273014AAB
trip-153800324799720013,1,IND424006AAA,IND424304AAC
trip-153800324799720013,2,IND424304AAC,IND425412AAA
trip-153800324799720013,3,IND425412AAA,IND425409AAA
trip-153800324799720013,4,IND425409AAA,IND425406AAA
trip-153800324799720013,5,IND425406AAA,IND425405AAA
trip-153800325604607754,1,IND600044AAD,IND603001AAA
trip-153800325604607754,2,IND603001AAA,IND603301AAA
trip-153800325604607754,3,IND603301AAA,IND600044AAD
trip-153800328455931671,1,IND560300AAB,IND563101AAB
trip-153800328455931671,2,IND563125AAB,IND560300AAB
trip-153800338240704592,1,IND842001AAA,IND848114AAA
trip-153800338240704592,2,IND848114AAA,IND848210AAA
trip-153800338240704592,3,IND848210AAA,IND851127AAA
trip-153800338240704592,4,IND851127AAA,IND842001AAA
trip-153800357901761192,1,IND507002AAA,IND508206AAA
trip-153800357901761192,2,IND508206AAA,IND507159AAA
trip-153800357901761192,3,IND507159AAA,IND507002AAA
trip-153800359299843364,1,IND627005AAA,IND628801AAA
trip-153800359299843364,2,IND628801AAA,IND628204AAA
trip-153800359299843364,3,IND628204AAA,IND627657AAA
trip-153800359299843364,4,IND627657AAA,IND628613AAA
trip-153800359299843364,5,IND628613AAA,IND627005AAA
trip-153800360857000808,1,IND842001AAA,IND843109AAB
trip-153800360857000808,2,IND843109AAB,IND843126AAA
trip-153800360857000808,3,IND843126AAA,IND842001AAA
trip-153800376847117894,1,IND742102AAB,IND731237AAB
trip-153800376847117894,2,IND731237AAB,IND731224AAA
trip-153800376847117894,3,IND731224AAA,IND742147AAA
trip-153800379564592184,1,IND383001AAA,IND383315AAC
trip-153800384538490697,1,IND302014AAB,IND302026AAA
trip-153800384538490697,2,IND302020AAA,IND302014AAB
trip-153800389194808105,1,IND395023AAD,IND396445AAA
trip-153800389194808105,2,IND396445AAA,IND396321AAA
trip-153800389194808105,3,IND396321AAA,IND396001AAA
trip-153800389194808105,4,IND396001AAA,IND395023AAD
trip-153800416961213321,1,IND503111AAC,IND503185AAA
trip-153800416961213321,2,IND503185AAA,IND503187AAA
trip-153800416961213321,3,IND503187AAA,IND503122AAA
trip-153800416961213321,4,IND503122AAA,IND502110AAA
trip-153800416961213321,5,IND502110AAA,IND502313AAA
trip-153800419141788066,1,IND400037AAA,IND400072AAJ
trip-153800419784279094,1,IND363641AAA,IND360002AAB
trip-153800428030584410,1,IND600032AAB,IND600056AAB
trip-153800429529648823,1,IND712311AAA,IND700026AAC
trip-153800433080734342,1,IND384170AAA,IND384265AAB
trip-153800433080734342,2,IND384265AAB,IND385320AAA
trip-153800433080734342,3,IND385320AAA,IND385340AAB
trip-153800433080734342,4,IND385340AAB,IND384205AAA
trip-153800436074116276,1,IND244901AAB,IND244301AAA
trip-153800436074116276,2,IND244412AAA,IND243301AAB
trip-153800436074116276,3,IND243301AAB,IND244901AAB
trip-153800437788490466,1,IND842003AAB,IND480661AAA
trip-153800437788490466,2,IND480001AAA,IND481661AAA
trip-153800437788490466,3,IND481661AAA,IND842003AAB
trip-153800439724116559,1,IND110064AAA,IND000000ACB
trip-153800448393383196,1,IND560067AAC,IND562114AAA
trip-153800448393383196,2,IND562114AAA,IND560048AAB
trip-153800448994883347,1,IND781001AAA,IND781018AAB
trip-153800460020819977,1,IND560099AAB,IND560085AAA
trip-153800479602135512,1,IND380006AAA,IND382430AAB
trip-153800483109419647,1,IND281401AAA,IND321022AAA
trip-153800483114176232,1,IND209304AAA,IND209101AAA
trip-153800483114176232,2,IND209111AAA,IND285001AAD
trip-153800483114176232,3,IND285001AAD,IND285205AAB
trip-153800486451898339,1,IND842001AAA,IND843105AAB
trip-153800486451898339,2,IND843105AAB,IND848101AAA
trip-153800486451898339,3,IND848101AAA,IND844505AAB
trip-153800486451898339,4,IND844505AAB,IND842001AAA
trip-153800491506309419,1,IND421302AAG,IND400072AAB
trip-153800495416332487,1,IND641607AAA,IND641654AAA
trip-153800495416332487,2,IND641654AAA,IND641664AAA
trip-153800495416332487,3,IND641664AAA,IND638657AAA
trip-153800495416332487,4,IND638657AAA,IND638701AAA
trip-153800495416332487,5,IND638701AAA,IND641607AAA
trip-153800505571535426,1,IND575004AAB,IND574211AAA
trip-153800505571535426,2,IND574211AAA,IND574202AAA
trip-153800505571535426,3,IND574202AAA,IND574239AAA
trip-153800505571535426,4,IND574239AAA,IND574221AAA
trip-153800506122182411,1,IND384205AAA,IND385001AAA
trip-153800506122182411,2,IND385001AAA,IND385535AAA
trip-153800506122182411,3,IND385535AAA,IND384205AAA
trip-153800518211472376,1,IND781022AAA,IND781018AAB
trip-153800524567273938,1,IND500010AAB,IND501359AAE
trip-153800528315390990,1,IND627005AAA,IND627811AAA
trip-153800528315390990,2,IND627811AAA,IND627401AAA
trip-153800528315390990,3,IND627401AAA,IND627005AAA
trip-153800536187925098,1,IND360003AAA,IND360311AAA
trip-153800536187925098,2,IND360311AAA,IND360050AAA
trip-153800536221106758,1,IND201301AAF,IND203205AAA
trip-153800536221106758,2,IND203131AAA,IND203135AAA
trip-153800536221106758,3,IND203135AAA,IND203396AAB
trip-153800536221106758,4,IND203396AAB,IND203390AAA
trip-153800536221106758,5,IND203390AAA,IND201301AAF
trip-153800536652877315,1,IND560300AAA,IND560085AAA
trip-153800538611156035,1,IND384205AAA,IND382715AAA
trip-153800538611156035,2,IND382715AAA,IND382430AAB
trip-153800550884418718,1,IND712311AAA,IND700028AAB
trip-153800555414718284,1,IND686507AAA,IND686513AAA
trip-153800555414718284,2,IND686513AAA,IND686540AAA
trip-153800562980144261,1,IND209304AAA,IND208006AAA
trip-153800567144527268,1,IND121004AAA,IND121004AAB
trip-153800571655403292,1,IND201307AAA,IND201301AAL
trip-153800579708680929,1,IND390022AAA,IND388320AAA
trip-153800585467019097,1,IND630561AAA,IND623407AAA
trip-153800585467019097,2,IND623407AAA,IND623315AAB
trip-153800585467019097,3,IND623315AAB,IND614620AAA
trip-153800585467019097,4,IND614620AAA,IND630561AAA
trip-153800603160412602,1,IND424006AAA,IND423106AAA
trip-153800603160412602,2,IND423106AAA,IND423105AAA
trip-153800605670819251,1,IND205001AAB,IND209721AAB
trip-153800605670819251,2,IND209721AAB,IND209625AAA
trip-153800605670819251,3,IND209625AAA,IND241124AAB
trip-153800605670819251,4,IND242307AAB,IND207247AAB
trip-153800605670819251,5,IND207247AAB,IND205001AAB
trip-153800606794535545,1,IND201007AAA,IND245304AAA
trip-153800606794535545,2,IND245304AAA,IND245101AAA
trip-153800606794535545,3,IND245101AAA,IND245304AAA
trip-153800653897073708,1,IND424006AAA,IND424101AAA
trip-153800654935210748,1,IND400072AAB,IND401104AAA
trip-153800658820968126,1,IND302014AAA,IND000000ACB
trip-153800659468028518,1,IND421302AAF,IND421302AAR
trip-153800661729668086,1,IND395009AAA,IND395023AAD
trip-153800662027930085,1,IND421301AAA,IND421302AAR
trip-153800669301861431,1,IND500055AAC,IND501401AAC
trip-153800669908677971,1,IND421302AAR,IND421004AAA
trip-153800669908677971,2,IND421502AAA,IND421302AAR
trip-153800688276350851,1,IND209304AAA,IND208019AAA
trip-153800693388046603,1,IND441206AAB,IND442605AAA
trip-153800694053995362,1,IND560099AAB,IND560300AAA
trip-153800703435611448,1,IND000000ACT,IND000000ACB
trip-153800720471016319,1,IND000000AFT,IND410209AAA
trip-153800720471016319,2,IND410206AAB,IND000000AFT
trip-153800721330303406,1,IND583101AAA,IND583201AAA
trip-153800729763538731,1,IND585104AAA,IND586128AAA
trip-153800729763538731,2,IND586128AAA,IND586211AAA
trip-153800729763538731,3,IND586211AAA,IND585314AAA
trip-153800729763538731,4,IND585314AAA,IND585104AAA
trip-153800730835045346,1,IND505001AAB,IND504208AAB
trip-153800730835045346,2,IND504293AAA,IND505001AAB
trip-153800731291924640,1,IND505001AAA,IND505302AAB
trip-153800731291924640,2,IND505326AAB,IND505327AAA
trip-153800731291924640,3,IND505327AAA,IND505425AAA
trip-153800731291924640,4,IND504215AAA,IND505001AAB
trip-153800731659928881,1,IND431603AAA,IND431708AAA
trip-153800731659928881,2,IND431708AAA,IND431514AAA
trip-153800731659928881,3,IND431514AAA,IND431515AAA
trip-153800731659928881,4,IND431515AAA,IND431517AAB
trip-153800734711686487,1,IND560043AAC,IND560064AAA
trip-153800734711686487,2,IND560064AAD,IND560043AAC
trip-153800743788108206,1,IND842003AAB,IND483501AAA
trip-153800744556994688,1,IND742149AAA,IND742148AAA
trip-153800744556994688,2,IND742148AAA,IND742225AAA
trip-153800744556994688,3,IND742225AAA,IND742223AAA
trip-153800744556994688,4,IND742223AAA,IND742226AAA
trip-153800744556994688,5,IND742226AAA,IND742102AAB
trip-153800750141776702,1,IND395023AAD,IND395001AAA
trip-153800751163079835,1,IND572101AAA,IND561203AAB
trip-153800751163079835,2,IND561203AAB,IND562101AAA
trip-153800751163079835,3,IND562101AAA,IND561207AAB
trip-153800751163079835,4,IND561207AAB,IND562108AAA
trip-153800760896838487,1,IND505001AAB,IND505209AAA
trip-153800760896838487,2,IND505184AAC,IND505001AAB
trip-153800760924679567,1,IND412105AAC,IND411017AAA
trip-153800764795617351,1,IND282001AAF,IND283122AAB
trip-153800764795617351,2,IND283122AAB,IND328001AAA
trip-153800764795617351,3,IND328001AAA,IND282002AAD
trip-153800765140171457,1,IND110077AAA,IND110043AAA
trip-153800774414397735,1,IND000000AFT,IND410206AAA
trip-153800774414397735,2,IND410206AAA,IND000000AFT
trip-153800786269349446,1,IND209304AAA,IND209801AAA
trip-153800794553157586,1,IND209304AAA,IND208012AAA
trip-153800794553157586,2,IND208012AAA,IND209304AAA
trip-153800809178467529,1,IND560300AAA,IND562132AAA
trip-153800813417374126,1,IND712310AAE,IND712124AAA
trip-153800813417374126,2,IND712124AAA,IND712103AAA
trip-153800827701849043,1,IND411014AAA,IND411043AAA
trip-153800827701849043,2,IND411043AAA,IND411014AAA
trip-153800830425161914,1,IND395023AAD,IND395004AAB
trip-153800841822342770,1,IND121004AAB,IND121102AAA
trip-153800841822342770,2,IND121102AAA,IND121004AAB
trip-153800870487514418,1,IND261201AAB,IND261001AAA
trip-153800870487514418,2,IND261001AAA,IND262701AAA
trip-153800870487514418,3,IND262701AAA,IND262802AAA
trip-153800870487514418,4,IND262802AAA,IND262723AAB
trip-153800882473542201,1,IND282002AAD,IND204101AAA
trip-153800882473542201,2,IND204101AAA,IND282002AAD
trip-153800884632418341,1,IND624601AAA,IND624101AAA
trip-153800885126272134,1,IND160002AAC,IND140901AAA
trip-153800885126272134,2,IND140901AAA,IND160055AAA
trip-153800885126272134,3,IND160055AAA,IND160002AAC
trip-153800890376792315,1,IND160002AAC,IND140603AAA
trip-153800890376792315,2,IND160102AAD,IND160002AAC
trip-153800892216284421,1,IND400072AAB,IND000000AFT
trip-153800893689837553,1,IND000000ACT,IND160002AAC
trip-153800906882964828,1,IND413002AAA,IND413304AAA
trip-153800906882964828,2,IND413307AAB,IND413304AAA
trip-153800906882964828,3,IND413304AAA,IND413002AAA
trip-153800908647925908,1,IND458664AAA,IND312403AAA
trip-153800908647925908,2,IND312403AAA,IND312001AAA
trip-153800910169916856,1,IND421302AAG,IND400102AAB
trip-153800912682913326,1,IND000000ACB,IND821115AAB
trip-153800913946755889,1,IND160002AAC,IND140301AAA
trip-153800913946755889,2,IND140301AAA,IND140001AAA
trip-153800913946755889,3,IND140001AAA,IND140118AAA
trip-153800913946755889,4,IND140118AAA,IND160002AAC
trip-153800940769460406,1,IND144001AAA,IND144040AAA
trip-153800950402244509,1,IND585104AAA,IND585211AAA
trip-153800950402244509,2,IND585211AAA,IND585222AAA
trip-153800950402244509,3,IND585222AAA,IND585307AAB
trip-153800950402244509,4,IND585307AAB,IND585104AAA
trip-153800970294643704,1,IND700065AAA,IND712311AAA
trip-153800978115619649,1,IND462022AAA,IND209304AAA
trip-153800978115619649,2,IND209304AAA,IND206122AAA
trip-153800978115619649,3,IND206122AAA,IND206001AAA
trip-153800978115619649,4,IND206001AAA,IND000000ACB
trip-153800984084960070,1,IND832109AAB,IND834002AAB
trip-153800985108110107,1,IND442001AAA,IND442101AAB
trip-153800985108110107,2,IND442101AAB,IND445001AAB
trip-153800998188203278,1,IND785690AAB,IND785682AAA
trip-153800998575871469,1,IND500039AAC,IND508116AAA
trip-153800998575871469,2,IND508116AAA,IND508277AAB
trip-153800998575871469,3,IND508277AAB,IND508223AAA
trip-153800998575871469,4,IND508223AAA,IND500039AAC
trip-153801010153440785,1,IND422011AAD,IND422103AAC
trip-153801010153440785,2,IND422103AAC,IND423601AAA
trip-153801010153440785,3,IND423601AAA,IND413709AAA
trip-153801010153440785,4,IND413709AAA,IND423701AAB
trip-153801010153440785,5,IND423701AAB,IND422011AAD
trip-153801046269876049,1,IND272001AAA,IND272175AAA
trip-153801047876051786,1,IND282002AAD,IND281004AAA
trip-153801047876051786,2,IND281121AAB,IND110037AAM
trip-153801078387065225,1,IND110037AAM,IND209304AAA
trip-153801078387065225,2,IND209304AAA,IND211002AAB
trip-153801080485411627,1,IND411033AAA,IND580028AAA
trip-153801087482968290,1,IND474003AAA,IND476001AAA
trip-153801087482968290,2,IND476001AAA,IND476111AAA
trip-153801087482968290,3,IND477001AAB,IND474003AAA
trip-153801109579320959,1,IND421302AAG,IND421401AAC
trip-153801109579320959,2,IND421401AAC,IND421601AAB
trip-153801109579320959,3,IND421601AAB,IND421302AAG
trip-153801110207278957,1,IND411033AAA,IND411021AAA
trip-153801117470038134,1,IND390022AAA,IND390020AAA
trip-153801117470038134,2,IND390020AAA,IND391110AAD
trip-153801130934127321,1,IND000000ACB,IND302014AAA
trip-153801138378246599,1,IND160002AAC,IND000000ACA
trip-153801163438272743,1,IND110037AAM,IND421302AAG
trip-153801182428197910,1,IND396191AAC,IND396232AAA
trip-153801182502205865,1,IND751002AAB,IND756100AAC
trip-153801189681302558,1,IND362001AAA,IND362220AAA
trip-153801189681302558,2,IND362220AAA,IND362225AAA
trip-153801189681302558,3,IND362225AAA,IND362265AAA
trip-153801189681302558,4,IND362265AAA,IND362720AAA
trip-153801189681302558,5,IND362720AAA,IND362560AAA
trip-153801189681302558,6,IND362560AAA,IND362150AAA
trip-153801189681302558,7,IND362150AAA,IND362001AAA
trip-153801192792401549,1,IND360510AAB,IND360530AAB
trip-153801192792401549,2,IND360530AAB,IND362001AAA
trip-153801195172078265,1,IND362001AAA,IND360370AAA
trip-153801195172078265,2,IND360490AAA,IND362001AAA
trip-153801202166779166,1,IND421302AAG,IND562132AAA
trip-153801202166779166,2,IND562132AAA,IND600056AAB
trip-153801202401196138,1,IND700026AAC,IND712311AAA
trip-153801210039247977,1,IND570020AAA,IND571602AAA
trip-153801210039247977,2,IND571105AAA,IND571213AAA
trip-153801210039247977,3,IND571213AAA,IND571114AAA
trip-153801210039247977,4,IND571114AAA,IND570020AAA
trip-153801215317324804,1,IND570020AAA,IND571301AAA
trip-153801215317324804,2,IND571301AAA,IND571111AAB
trip-153801215317324804,3,IND571111AAB,IND571313AAB
trip-153801215317324804,4,IND571313AAB,IND571440AAA
trip-153801215317324804,5,IND571440AAA,IND571430AAA
trip-153801215317324804,6,IND571430AAA,IND571124AAA
trip-153801215317324804,7,IND571124AAA,IND570020AAA
trip-153801240115344832,1,IND370201AAA,IND363330AAB
trip-153801240115344832,2,IND363330AAB,IND363310AAB
trip-153801241664063662,1,IND421302AAG,IND401104AAA
trip-153801242046724458,1,IND562132AAA,IND560099AAB
trip-153801253939775674,1,IND721306AAA,IND721507AAA
trip-153801253939775674,2,IND721253AAC,IND721306AAA
trip-153801274977951885,1,IND421302AAG,IND000000AFT
trip-153801274977951885,2,IND400701AAB,IND421302AAG
trip-153801307660971644,1,IND600044AAE,IND600056AAB
trip-153801333300954216,1,IND605010AAB,IND607001AAA
trip-153801333300954216,2,IND607001AAA,IND608001AAA
trip-153801333300954216,3,IND609110AAA,IND609602AAA
trip-153801333300954216,4,IND609602AAA,IND611001AAA
trip-153801370885860380,1,IND000000ACB,IND131028AAB
trip-153801384615134208,1,IND786125AAA,IND786190AAA
trip-153801384615134208,2,IND786190AAA,IND792103AAB
trip-153801384615134208,3,IND792103AAB,IND792001AAA
trip-153801384615134208,4,IND792001AAA,IND792110AAA
trip-153801386437307256,1,IND226004AAA,IND226016AAA
trip-153801389737013261,1,IND530012AAA,IND530043AAA
trip-153801389737013261,2,IND530043AAA,IND531163AAA
trip-153801389737013261,3,IND531163AAA,IND535001AAA
trip-153801389737013261,4,IND535001AAA,IND530012AAA
trip-153801392702152861,1,IND462022AAA,IND462011AAA
trip-153801392702152861,2,IND462042AAA,IND462022AAA
trip-153801393865745169,1,IND462001AAA,IND462022AAA
trip-153801395054014505,1,IND000000ACB,IND462022AAA
trip-153801397960000455,1,IND110037AAM,IND110085AAB
trip-153801409730830933,1,IND560099AAB,IND560300AAA
trip-153801410297821833,1,IND131028AAB,IND000000ACB
trip-153801425995563374,1,IND000000ACB,IND110095AAB
trip-153801437118037011,1,IND712311AAA,IND826004AAA
trip-153801437118037011,2,IND826004AAA,IND821115AAB
trip-153801437118037011,3,IND821115AAB,IND209304AAA
trip-153801437118037011,4,IND209304AAA,IND000000ACB
trip-153801450209291716,1,IND151001AAA,IND151103AAA
trip-153801458419536969,1,IND700028AAB,IND712311AAA
trip-153801459490236644,1,IND000000ACB,IND201301AAM
trip-153801468900715290,1,IND388121AAA,IND388620AAB
trip-153801468900715290,2,IND388620AAB,IND388320AAA
trip-153801485559026926,1,IND786001AAB,IND786171AAA
trip-153801485559026926,2,IND786171AAA,IND786181AAC
trip-153801485559026926,3,IND786181AAC,IND786001AAB
trip-153801512235907503,1,IND786001AAB,IND786602AAA
trip-153801512235907503,2,IND792130AAB,IND786001AAB
trip-153801517906891689,1,IND110037AAM,IND121004AAB
trip-153801519639924992,1,IND151001AAA,IND148101AAA
trip-153801519639924992,2,IND148101AAA,IND148102AAA
trip-153801544944345572,1,IND388320AAA,IND387001AAA
trip-153801544944345572,2,IND387001AAA,IND388220AAA
trip-153801544944345572,3,IND388220AAA,IND388320AAA
trip-153801549131324526,1,IND342005AAD,IND344022AAB
trip-153801549131324526,2,IND344001AAA,IND345021AAA
trip-153801549131324526,3,IND345021AAA,IND342301AAA
trip-153801549131324526,4,IND342301AAA,IND342005AAD
trip-153801579988225233,1,IND713148AAA,IND713128AAB
trip-153801579988225233,2,IND713128AAB,IND731204AAB
trip-153801579988225233,3,IND731204AAB,IND731301AAA
trip-153801579988225233,4,IND731301AAA,IND713205AAB
trip-153801597940879511,1,IND421302AAG,IND400102AAC
trip-153801603573023515,1,IND600056AAB,IND600008AAC
trip-153801603573023515,2,IND600008AAC,IND600056AAB
trip-153801605038408060,1,IND151001AAA,IND151302AAA
trip-153801605038408060,2,IND151302AAA,IND151505AAA
trip-153801605038408060,3,IND151506AAA,IND151001AAA
trip-153801606869102465,1,IND600056AAB,IND600116AAB
trip-153801610726869838,1,IND600056AAB,IND600032AAB
trip-153801640906701085,1,IND600056AAB,IND600044AAE
trip-153801645515532269,1,IND411036AAA,IND411033AAA
trip-153801648339170824,1,IND605601AAA,IND607106AAA
trip-153801648339170824,2,IND607106AAA,IND607801AAA
trip-153801648339170824,3,IND607801AAA,IND606003AAA
trip-153801648339170824,4,IND606003AAA,IND606105AAA
trip-153801648339170824,5,IND606105AAA,IND606201AAC
trip-153801648339170824,6,IND606201AAC,IND605601AAA
trip-153801648542701610,1,IND110037AAM,IND110064AAA
trip-153801667028354565,1,IND403726AAA,IND403702AAA
trip-153801667028354565,2,IND403702AAA,IND581314AAA
